title,review,rating,date,label
Celular perfeito s2,"Celular maravilhoso, jogo muito no celular e ele é simplesmente prefeito para jogos. Tem uma ótima bateria e um bom desempenho. Se você não joga a bateria irá durar muito, mas mesmo pra mim que jogo todos os dias ele tem uma ótima bateria, sendo necessário carregar apenas uma vez ao dia pra aguentar o dia todo jogando. O único ponto negativo é que o carregador não veio no padrão idiota BR, mas nada que um adaptador não resolva. Entrega super rápida, chegou em 3 dias!",5.0,18/01/2020,Good
Ótimo Custo-benefício,"Celular chegou hoje intacto e totalmente funcional, teve atraso no prazo estimulado da Amazon, mas chegou tudo bem, o celular é muito bom, um ótimo custo-benefício, vou utilizado melhor e desenvolver melhor minha avaliação sobre, a capinha que vem junto é boa, porém recomendo comprarem uma a parte mais rígida (a que vem com o celular é de silicone maleável) o celular só tem um porém a câmera dele é muito exposta e isso em caso de queda mesmo com capinhas maiores pode acarretar em quebrar a câmera, então tomem cuidado, o carregador veio o padrão normal do Brasil (ponta circular) o cabo do carregador é de qualidade, recomendo a todos!",5.0,13/03/2020,Good
Aparelho incrível,"Aparelho incrivel, ótimo custo benefício.. a tela de 120hz faz diferença na vida da pessoa, aparelho com muita fluidez, super rapido, camera excelente, duração da bateria muito boa, som stereo bastante alto; vi pessoas reclamando do brilho da tela ser baixo, mas isso nao me parece verdade. sai de um redmi notet 6 pro pro poco x3 pro, e a tela de ambos parece ter a mesma luminosidade. Recomendo muito esse aparelho!",5.0,20/10/2021,Good
Vale muito a pena!,"Celular t m um design bonito, mas é impossível usar sem capa por conta das câmeras que são um pouco saltadas, a resolução e opções de câmera são ótimas, no meu caso a câmera macro é desnecessária esse custo poderia ser aproveitado para aumentar a resolução de outras das câmeras. O acesso aos apps é prático sem ""gavetas"" apenas mudança de telas. Na opção de volume o primeiro acesso é o som das mídias (que na maioria das vezes é o que queremos abaixar) não o som de toque. Sobre a bateria, dura facilmente o dia todo, para quem tem uso moderado é possível carregar após mais ou menos um dia e meio. E sobre o preço, considerando os benefícios oferecidos pelo celular está com preço bem atrativo, mesmo sendo intermediário pode ser comparado de perto com celulares de primeira linha",4.0,20/02/2020,Good
Bom custo-benefício,"É um ótimo celular, com certas ressalvas. Pelo preço que paguei, o hardware é excelente, levando em consideração outros celulares da mesma categoria. No entanto, erros da arquitetura do SO podem levar a bugs ocasionais durante o uso, o que pode incomodar, e muito, por serem frequentes com o uso de alguns aplicativos (inclusive o da própria câmera). Nada grave, mas me incomoda. Ainda assim, compraria novamente pelo custo-benefício.",4.0,7/08/2020,Good
Vale apenas sim,"Tive a sorte de comprar no preço bom na madrugada da Black Friday. E o vendedor, muito bom mesmo, me enviou via Sedex, comprei na madrugada do dia 29 de novembro, e no dia 04 de dezembro já tinha essa maravilha do custo e benefício em mãos. E é que moro no interior do Ceará. Quanto ao produto, foi o meu primeiro Xiaomi, e posso dizer que até hoje, 24 de novembro de 2019, só tenho elogios. A bateria usando com baixa luminosidade e outras configurações, da para passar o dia inteiro. Já passei 39 horas em uma única recarga e restavam 15%. Atualizei para Miui 11, e continua legal. É um potente e lindo smartphone, e vale apenas sim comprar, nesta faixa de preço de 1200 não conheço melhor.",5.0,24/12/2019,Good
RedMi Note 8,"O aparelho é exatamente como nas fotos. Muito bonito e o tamanho não é grande exagerado. A entrega ocorreu antes do prazo, mesmo eu morando em Manaus. O Redmi acompanha o carregador, o manual, a chave para abrir a parte da bateria e uma capa protetora de silicone. O fono de ouvido não está incluso e o carregador é a entrada microusd. Já tenho 2 meses com o celular e já posso falar alguns aspectos na utilização. A câmera fronta não tem uma resolução boa. As traseiras são muitos boas nas função HD 48. A minha bateria dura aproximadamente um dia em uso mediano. Notei que às vezes ficam umas marcas na tela de página que abri, como se fosse algo que não desapareceu completamente. O saída de áudio dele é bastante potente. Ele tem algumas funções interessantes como segundo espaço, tem como assistir coisas no youtube e usar outras páginas...",4.0,16/01/2020,Good
Produto com defeito no wifi,"Ao tentar conectar no wifi, o celular fica constantemente sinalizando que está conectando e não conclui a conexão.",4.0,15/11/2019,Good
note 8,gostei muito do produto mais tenho q fazer uma observação que o carregador não e padrão então precisa de adaptador mais e rápido e muito bom destaque também em duas parte uma negativa pois me falaram q o celular iria chegar dia 12 e ontem q foi dia 8 ja estava aqui isso e bom mais c n ficas esperto pode dar dor de cabeça e um ponto muito positivo foi o atendimento quando o vendedor viu que o celular ja estava aqui eles me ligaram pra me falar q a encomenda ja tinha chegado oque eu achei muito bom . nota 10 pelo atendimento super recomendo,5.0,9/06/2020,Good
Excelente compra. Custo e benefício.,"Estrega super rápida. Ótimo vendedor. Smartphone Redmi Note 8 da Xiaomi com excelente custo benefício. Atendendo minhas necessidades e espectativas. Super satisfeito com a compra. A observação é com relação as câmeras que ficam em alto relevo, necessitando de um cuidado especial e uma bola fora da Xiaomi é que não veio o fone de ouvido. Mas estou satisfeito eu não sou de usar fone de ouvido mesmo. Super indico para quem quiser adquirir um smartphone com um custo benefício muito bom.",5.0,28/02/2020,Good
Aparelho razoável,"Efetuei a compra de 2 aparelhos, um para mim e outra para minha esposa. Estamos com eles a 7 meses e o meu trava toda vez que eu fico sem usa-lo por mais de 3 horas, toda manhã eu tenho que esperar ele ""acordar"" junto comigo. O da minha esposa está com uma mancha amarela nas laterais do visor, com o produto possui apenas 3 meses de garantia, não tenho mais o que fazer, apenas aguardar.",3.0,9/07/2020,Neutral
Melhor custo beneficio,"Bom dia!Comprei o redmi note 8, ele me atendeu em tudo que eu preciso,  não trava não esquenta.Suas câmeras são de muita qualidade, o sensor principal de 48 megapixels tira ótimas fotos, e o diferencial da sua câmera macro, de 2 megapixels que permite tirar fotos de ate 1,5 cm do objeto sem qualquer destorção, e mesmo com uma sensor de menor pixel as fotos ficam muito boas, (Obs: utilize esse sensor em boas condições de luz que faz toda a diferença).Seu processador Qualcomm Snapdragon 665 vai rodar todos os seus apps sem nenhum tipo de problema, e os seus 4gb de ram ajudam muito no multitarefa (aplicativos que ficam aberto em segundo plano), fazendo esse aparelho ser o melhor custo beneficio, ate o momento se comparado com outros modelos nacionais.",5.0,7/02/2020,Good
Impressionante!!!🤩🤩🤩,"Entrega rápida....chegou em uma semana, 7 dias antes do prazo dado na compra...Celular incrível...Câmera maravilhosa, bateria impressionante, estou a 36 horas sem carregar e ainda com 15% e isso usando ateh IPTV....Não trava de jeito nenhum, infravermelho top, sensores top...A única coisa ruim foi o carregador mas isso eh falta comunicação pois deveria ter perguntado ao vendedor, mas um simples adaptador resolveu fácil então vai 5 estrelas....Podem comprar sem medo de se arrepender q o celular eu zikka além de lindo...",5.0,27/07/2020,Good
EXCELENTE com todos acessorios e padrao global!! E nota fiscal!!,"Excelente nota 100000 p loja Hipe Shop!! Comprei na 3a feira dia 14 jan a noite e chegou na 5a feira dia 16 a tarde!! entrega em DOIS DIAS!! carregador padrao brasileiro de pinos arredondados, nota fiscal, capinha transparente, manual e chevinha p chip. LACRADO ZERADO super bem embalado!! RECOMENDADISSSSIMO!! parabens!! Nao testei ainda pq o meu chip é nano chip e eu nao tenho aquele adaptador maior p colocar no aparelho!!",5.0,16/01/2020,Good
Bom custo benefício pra categoria,"Depois de 1 mês usando o celular:Se vc é uma pessoa com uso regular do celular (ZAP, IG, FB) a bateria chega a durar 2 dias. O carregamento tbm é mto rápido.As câmeras são interessantes, mas não são as melhores, a câmera macro tem uma resolução mto ruim, acredito que é só pra ter mesmo.Agora a de 48 megapixels é mto boa.O celular é grande, pode ficar difícil de segurar/digitar se for uma pessoa pequena.O led da lanterna é ruim.A captação do microfone me parece ser mais baixo que o comum, porém nada que altere nossa vida.Não vem fone de ouvido e o meu aparelho veio com carregador padrão internacional.A entrega foi feita em 5 dias úteis.",5.0,1/03/2020,Good
Perfeito,"Estou usando a 3 meses o aparelho já, ele entrega tudo o que promete!Verifiquei os códigos EMEI no site da Xiaomi e o aparelho é original.A durabilidade da bateria é incrível, fico 2 dias sem carregar (o carregador é muito bom também, muito rápido).As câmeras são boas, mas a qualidade das fotos só fica 100% otimizada com a gcam do google (recomendo baixar o app).Não apresentou nenhum defeito de sistema, o reconhecimento facial é perfeito e o da digital atrás também!Resumindo, o celular entrega MUITO pelo valor. Sem falar que é lindo, o único defeito é que o aparelho é um pouquinho pesado, mas a gente acostuma.",5.0,18/05/2020,Good
Vale a pena mudar de marca,"Super recomendo, mas comprei em uma quinta de noite e chegou na terça seguinte de manhã bem rápido ótimo aparelho veio com nota fiscal bem embalado conferi no site da Xiaomi e produto original a tomada veio padrão americano mas versão global tem haver com a rom e não carregador mas adaptador ajuda ou um clamper super indico não troco por outra marca.",5.0,3/07/2020,Good
Excelente,"Celular excelente pelo custo benefício! A entrega foi ultra rápida! Possui uma câmera  ótima, com várias opções  de imagem e fotografias nítidas com muitas cores. A bateria é  ótima e carrega super rápido,  para meu uso chega a durar até  dois dias sem precisar de recarga. O sistema android é  inteligente e leve, não  houve travamentos no uso de programas. Não  aquece no uso e possui um peso leve em relação  ao seu tamanho que é  grande. Enfim um ótimo  celular! Não perde pra nenhuma marca pra quem ainda tem dúvidas.",5.0,6/03/2020,Good
Mais que excelente!,"O vendedor é super atencioso, e o produto muito bem protegido e lacrado. E mesmo no período de pandemia, chegou em menos de uma semana.Não tirei foto do que vem dentro da caixa, mas uma coisa que não sabia que vinha era uma capinha original da Xiaomi para esse celular!Já faz 2 meses que estou usando este celular e ele continua impecável. A bateria dura mais de um dia (usando moderadamente), e a câmera é muuuuuito boa (as duas fotos postadas foram tiradas de noite, a primeira usando o modo noturno e a outra usando a câmera 48mega pixels (elas estão com a qualidade reduzida por conta do site).Super veloz, ótimo para jogos, funcionam vários apps ao mesmo tempo.Enfim, não me arrependo nem um pouco de ter comprado ele.",5.0,27/05/2020,Good
ELE É MUITO BOM,"O CELULAR É TUDO AQUILO QUE EU IMAGINAVA, SÓ A COR QUE APRESENTAVA UM LEVE DEGRADER DE AZUL ROSA E BRANCO QUE NA VERDADE É MAIS AZUL, UM ROSA MUITÍSIMO SINGELO E DEPOIS O BRANCO NA PARTE DE CIMA. HÁ É BEM PESADO EM COMPARAÇÃO AOS OUTROS SMARTPHONES QUE TIVE. MAS RECOMENDO SIM, ELE TEM TUDO DE TECNOLOGIA.",5.0,22/07/2020,Good
